visit_id,provider_id,provider_type_raw,jurisdiction_raw,region_raw,rural_urban_raw,enrollment_year,visit_date_raw,scheduled_visit_year,doses_administered,staff_turnover,prior_technical_assistance,site_visit_delay_days,raw_prior_noncompliance_flag,training_compliant,eligibility_compliant,documentation_compliant,inventory_compliant,storage_handling_compliant
V000056,P00018,Pediatric practice,Mississippi,Southeast,Suburban,2022,2023-07-02,2023,1781.0,0,0,16,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001393,P00400,Hospital,Alabama,Southeast,Urban,2016,2024-08-25,2024,1877.0,1,1,31,0,Missing,Non-compliant,Compliant,Compliant,Compliant
V002383,P00710,Public Health Clinic,North Carolina,Southeast,Urban,2014,2022-10-24,2022,1841.0,0,1,28,1,Compliant,Compliant,Missing,Non-compliant,Missing
V002257,P00669,FQHC,Tennessee,Southeast,Urban,2022,2022-07-04,2022,1393.0,0,1,12,0,Non-compliant,Compliant,Compliant,Compliant,Compliant
V003952,P01152,Private Clinic,Kentucky,Southeast,Suburban,2012,2025-07-05,2025,1489.0,0,1,15,1,Compliant,Compliant,Missing,Non-compliant,Compliant
V004018,P01174,Pharmacy,North Carolina,Southeast,Urban,2018,2019-08-25,2019,849.0,1,0,40,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004075,P01188,Pediatric Practice,Tennessee,Southeast,Rural,2016,2020-11-10,2020,2562.0,0,0,24,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000772,P00223,Private Clinic,Tennessee,Southeast,Urban,2017,2021-03-25,2021,3263.0,0,1,6,1,Compliant,Non-compliant,Non-compliant,Non-compliant,Compliant
V003079,P00898,Pediatric Practice,Georgia,Southeast,Suburban,2021,2023-01-21,2023,4511.0,1,1,24,1,Compliant,Compliant,Compliant,Missing,Non-compliant
V003420,P01003,private clinic ,North Carolina,Southeast,Rural,2011,2021-04-18,2021,794.0,1,0,42,1,Non-compliant,Compliant,Compliant,Compliant,Compliant
V003441,P01009,pharmacy,Texas,South Central,Urban,2024,2020-09-11,2020,993.0,1,0,32,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V002454,P00728,Priv Clinic,South Carolina,Southeast,Urban,2017,2023-04-05,2023,1278.0,1,0,40,0,Compliant,Compliant,Non-compliant,Non-compliant,Compliant
V002447,P00727,Hospital,North Carolina,Southeast,Urban,2012,2019-12-05,2019,3376.0,0,0,21,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002396,P00714,Public Health Clinic,Tennessee,Southeast,Urban,2019,2019-11-17,2019,2131.0,0,0,37,0,Non-compliant,Compliant,Compliant,Non-compliant,Compliant
V004027,P01175,Hospital System,Arkansas,South Central,Rural,2013,2022-01-18,2022,3397.0,0,1,21,1,Compliant,Compliant,Compliant,Missing,Compliant
V001955,P00574,Pediatric Practice,Florida,Southeast,Urban,2011,2023-11-05,2023,2364.0,0,1,26,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000386,P00112,Public Health Clinic,Georgia,Southeast,Urban,2016,2025-06-13,2025,6401.0,0,0,21,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001779,P00517,Public Health Clinic,Tennessee,Southeast,Suburban,2012,2025-05-24,2025,1923.0,0,0,15,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003477,P01018,Public Health Clinic,Virginia,Mid-Atlantic,Rural,2018,2020-10-10,2020,2017.0,0,0,33,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V000195,P00055,Pediatric Practice,Alabama,Southeast,Urban,2017,2023-10-26,2023,635.0,0,0,27,0,Compliant,Compliant,Missing,Compliant,Compliant
V004521,P01318,Hospital System,Arkansas,South Central,Rural,2011,2024-12-09,2024,4905.0,1,0,37,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002564,P00760,Pediatric practice,Virginia,Mid-Atlantic,urban ,2018,2022-12-06,2022,1804.0,0,1,15,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001061,P00306,Pharmacy,Arkansas,South Central,Suburban,2011,2021-02-25,2021,3154.0,0,0,14,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001603,P00467,public health clinic,Texas,South Central,Urban,2014,2023-05-09,2023,2710.0,0,0,13,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000342,P00095,Public clinic,Georgia,Southeast,Urban,2023,2025-01-12,2025,4023.0,0,1,15,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V003023,P00885,Pediatric Practice,Kentucky,Southeast,Urban,2014,2021-08-22,2021,3570.0,0,0,24,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000664,P00195,Hospital,Kentucky,Southeast,Suburban,2013,2022-09-23,2022,3954.0,0,0,6,1,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V002847,P00836,Public Health Clinic,Virginia,Mid-Atlantic,Suburban,2017,2021-01-24,2021,6666.0,0,0,23,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000332,P00092,Pharmacy,North Carolina,Southeast,Suburban,2012,2024-06-20,2024,1159.0,1,1,34,1,Non-compliant,Compliant,Compliant,Compliant,Non-compliant
V001387,P00398,Pharmacy,Texas,South Central,Rural,2021,2022-12-06,2022,399.0,0,0,16,1,Non-compliant,Compliant,Non-compliant,Compliant,Compliant
V004295,P01255,FQHC,Tennessee,Southeast,Urban,2012,2024-12-26,2024,1876.0,0,0,11,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V000695,P00202,Pharmacy,North Carolina,Southeast,Rural,2024,2024-12-08,2024,839.0,0,1,26,1,Compliant,Missing,Non-compliant,Non-compliant,Compliant
V002626,P00778,Public Health Clinic,Arkansas,South Central,Suburban,2015,2021-12-27,2021,7949.0,0,1,6,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001571,P00458,pharmacy,North Carolina,Southeast,rural ,2016,2024-03-06,2024,1432.0,0,1,24,1,Compliant,Compliant,Non-compliant,Non-compliant,Compliant
V001072,P00309,Pediatric Practice,Louisiana,South Central,Suburban,2024,2021-09-03,2021,1843.0,0,0,14,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002909,P00853,Private Clinic,Alabama,Southeast,Suburban,2021,2019-01-17,2019,1373.0,0,0,34,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004323,P01264,FQHC,Alabama,Southeast,Urban,2019,2022-02-13,2022,988.0,1,0,36,0,Non-compliant,Compliant,Non-compliant,Compliant,Compliant
V003259,P00955,Hospital System,Kentucky,Southeast,Rural,2019,2023-06-09,2023,7770.0,0,0,37,1,Missing,Compliant,Compliant,Compliant,Compliant
V003286,P00963,Public Health Clinic,South Carolina,Southeast,Rural,2017,2023-08-01,2023,5432.0,1,0,44,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V003175,P00926,Pediatric Practice,North Carolina,Southeast,Urban,2013,2021-03-18,2021,1862.0,0,1,19,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V004424,P01291,Private Clinic,Mississippi,Southeast,Suburban,2014,2020-12-25,2020,1865.0,1,0,25,0,Compliant,Compliant,Non-compliant,Non-compliant,Non-compliant
V002777,P00818,Public Health Clinic,Mississippi,Southeast,,2019,not_a_date,2019,10743.0,0,0,23,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002811,P00828,Hospital,Texas,South Central,Urban,2018,2021-04-14,2021,6233.0,0,0,42,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000793,P00227,Public Health Clinic,Texas,South Central,Suburban,2012,2025-06-06,2025,4338.0,0,0,1,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000763,P00220,Private Clinic,Kentucky,Southeast,Suburban,2023,2025-06-19,2025,1806.0,1,0,29,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V001124,P00322,Pediatric Practice,Arkansas,South Central,Urban,2022,2024-01-04,2024,2133.0,0,0,38,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003686,P01075,Pediatric Practice,Mississippi,Southeast,Urban,2019,2022-05-02,2022,1357.0,1,0,28,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V004549,P01325,Pediatric Practice,Tennessee,Southeast,Rural,2013,2019-05-21,2019,3501.0,1,0,21,0,Compliant,Compliant,Compliant,Missing,Compliant
V001653,P00481,Hospital,North Carolina,Southeast,Rural,2022,2022-11-04,2022,-99.0,0,0,16,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000156,P00046,private clinic ,Texas,South Central,Urban,2024,2019-10-12,2019,1125.0,0,0,25,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V001357,P00389,Pharmacy,Alabama,Southeast,Suburban,2019,2024-06-09,2024,522.0,0,1,18,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003110,P00908,FQHC,Texas,South Central,Urban,2019,2024-09-15,2024,1866.0,0,1,26,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001458,P00422,Pediatric Practice,Tennessee,Southeast,rural ,2018,2022-06-25,2022,1012.0,0,0,40,0,Compliant,Compliant,Missing,Compliant,Non-compliant
V001489,P00430,Pharmacy,Tennessee,Southeast,Suburban,2021,2024-01-23,2024,852.0,1,1,30,1,Compliant,Non-compliant,Compliant,Non-compliant,Compliant
V001549,P00451,Pediatric Practice,Alabama,Southeast,Rural,2020,2020-03-26,2020,650.0,0,0,25,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V002375,P00707,Pharmacy,Arkansas,South Central,Urban,2023,2024-10-10,2024,685.0,0,0,28,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V000609,P00179,Private Clinic,Georgia,Southeast,Rural,2020,2023-09-14,2023,1829.0,1,0,27,0,Non-compliant,Compliant,Non-compliant,Missing,Non-compliant
V001171,P00334,Pharmacy,Kentucky,Southeast,Urban,2012,2021-09-15,2021,895.0,1,1,37,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003730,P01089,Public Health Clinic,Mississippi,Southeast,Rural,2017,2024-12-04,2024,7469.0,1,0,28,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003151,P00921,Pediatric Practice,North Carolina,Southeast,Urban,2022,2020-08-25,2020,2093.0,0,1,25,1,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V004073,P01187,Private Clinic,Louisiana,South Central,Urban,2019,2021-05-03,2021,2066.0,0,0,26,1,Compliant,Compliant,Compliant,Compliant,Compliant
V004290,P01253,Public Health Clinic,North Carolina,Southeast,Rural,2021,2025-05-09,2025,4775.0,0,0,41,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001418,P00406,Private Clinic,Louisiana,South Central,,2023,2023-10-11,2023,1885.0,0,1,26,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V003710,P01083,public health clinic,Texas,South Central,Suburban,2022,2022-01-07,2022,4914.0,0,0,26,1,Compliant,Missing,Compliant,Compliant,Compliant
V002377,P00708,Public Health Clinic,Louisiana,South Central,Rural,2023,2020-09-14,2020,2626.0,0,1,33,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001896,P00559,Pharmacy,South Carolina,Southeast,Urban,2011,2021-05-04,2021,1006.0,0,1,32,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V000993,P00286,Private Clinic,Kentucky,Southeast,Urban,2022,2025-02-24,2025,1854.0,0,0,30,1,Compliant,Non-compliant,Non-compliant,Non-compliant,Compliant
V003944,P01151,,Kentucky,Southeast,Suburban,2011,2020-04-08,2020,576.0,0,0,38,0,Compliant,Compliant,Compliant,Missing,Compliant
V004533,P01321,Pharmacy,Florida,Southeast,Urban,2013,2021-03-20,2021,1503.0,0,1,20,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004385,P01281,FQHC,Virginia,Mid-Atlantic,Rural,2015,2023-02-19,2023,1482.0,0,0,14,0,Compliant,Compliant,Compliant,Compliant,Missing
V003489,P01020,Private Clinic,Texas,South Central,Rural,2012,2022-07-09,2022,1046.0,0,0,14,1,Compliant,Missing,Compliant,Non-compliant,Compliant
V003811,P01112,,South Carolina,Southeast,Rural,2014,2022-06-02,2022,697.0,0,1,0,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001350,P00386,private clinic ,South Carolina,Southeast,Urban,2018,2021-05-21,2021,2029.0,0,0,31,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V002233,P00663,Private Clinic,Tennessee,Southeast,Urban,2012,2023-11-06,2023,2721.0,1,0,24,1,Compliant,Compliant,Non-compliant,Compliant,Non-compliant
V001844,P00543,Public Health Clinic,North Carolina,Southeast,Urban,2021,2021-08-09,2021,3222.0,0,0,27,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002494,P00739,Public Health Clinic,Alabama,Southeast,Urban,2015,2022-10-15,2022,5302.0,0,0,19,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004347,P01269,FQHC,Louisiana,South Central,Urban,2014,2024-10-21,2024,1533.0,0,1,19,1,Missing,Compliant,Non-compliant,Compliant,Compliant
V000798,P00229,Peds,Tennessee,Southeast,Rural,2019,2020-03-26,2020,3843.0,0,0,28,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003597,P01049,Pediatric Practice,Georgia,Southeast,Urban,2018,2024-12-09,2024,3479.0,0,0,19,1,Compliant,Non-compliant,Non-compliant,Compliant,Non-compliant
V002063,P00612,Private Clinic,Texas,South Central,Urban,2024,2019-10-05,2019,1140.0,1,0,30,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000447,P00128,Public Health Clinic,Louisiana,South Central,Urban,2011,2022-04-27,2022,1013.0,0,0,27,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002439,P00724,Private Clinic,Alabama,Southeast,Urban,2011,2025-11-27,2025,2300.0,0,0,44,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001912,P00563,Pediatric Practice,South Carolina,Southeast,Urban,2024,2019-02-26,2019,2403.0,0,0,18,0,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V004183,P01224,Private Clinic,Virginia,Mid-Atlantic,Urban,2023,2024-07-22,2024,1852.0,0,0,15,1,Compliant,Compliant,Compliant,Compliant,Compliant
V004043,P01178,Public Health Clinic,Florida,Southeast,Suburban,2013,2024-11-19,2024,1885.0,0,0,24,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000580,P00171,Pharmacy,Virginia,Mid-Atlantic,Rural,2016,2021-01-19,2021,942.0,0,0,37,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003934,P01149,Public clinic,Tennessee,Southeast,Suburban,2022,2019-04-22,2019,2673.0,0,0,29,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V001296,P00370,Private Clinic,Texas,South Central,Suburban,2020,2024-04-09,2024,1712.0,0,0,7,1,Compliant,Non-compliant,Compliant,Non-compliant,Compliant
V000805,P00231,Pediatric Practice,Mississippi,Southeast,Rural,2013,2021-05-11,2021,,0,1,15,1,Compliant,Compliant,Compliant,Compliant,Missing
V004508,P01314,Pharmacy,Tennessee,Southeast,Rural,2011,2021-11-18,2021,780.0,0,0,40,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001775,P00516,private clinic ,Florida,Southeast,UNK,2021,2023-11-19,2023,1590.0,0,0,26,1,Compliant,Non-compliant,Non-compliant,Non-compliant,Compliant
V000483,P00142,Public Health Clinic,Tennessee,Southeast,Urban,2013,2021-02-07,2021,2278.0,1,1,51,1,Compliant,Non-compliant,Compliant,Non-compliant,Compliant
V000177,P00051,Private Clinic,Alabama,Southeast,Rural,2018,2021-02-10,2021,1767.0,0,0,15,0,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V002430,P00723,Public Health Clinic,Mississippi,Southeast,Rural,2016,2021-03-07,2021,3925.0,1,0,12,0,Non-compliant,Compliant,Non-compliant,Compliant,Compliant
V000208,P00058,Public Health Clinic,Kentucky,Southeast,Rural,2024,2024-11-17,2024,8498.0,0,0,22,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002341,P00696,Public Health Clinic,Arkansas,South Central,Rural,2018,2024-03-05,2024,3712.0,0,1,26,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003001,P00878,Public Health Clinic,Mississippi,Southeast,Urban,2024,2022-09-27,2022,2667.0,0,0,26,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000919,P00262,Pediatric Practice,North Carolina,Southeast,Urban,2019,2020-12-02,2020,2601.0,0,0,29,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003956,P01154,Federally Qualified Health Center,Florida,Southeast,Urban,2017,2019-01-02,2019,592.0,0,0,13,0,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V002640,P00781,Public Health Clinic,North Carolina,Southeast,Suburban,2023,2023-01-15,2023,1129.0,0,0,3,1,Non-compliant,Compliant,Compliant,Missing,Compliant
V000165,P00048,Priv Clinic,Tennessee,Southeast,Suburban,2011,2023-11-10,2023,989.0,0,0,28,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003200,P00935,Federally Qualified Health Center,Tennessee,Southeast,Urban,2020,2022-06-03,2022,955.0,0,0,28,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000280,P00078,Private Clinic,North Carolina,Southeast,Urban,2020,2019-03-07,2019,4380.0,0,0,5,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003424,P01004,Pediatric Practice,Texas,South Central,Suburban,2023,2020-03-19,2020,4187.0,1,1,45,1,Compliant,Non-compliant,Non-compliant,Missing,Non-compliant
V003354,P00983,Pediatric Practice,Mississippi,Southeast,Urban,2023,2021-12-08,2021,3489.0,1,0,46,1,Compliant,Non-compliant,Non-compliant,Non-compliant,Non-compliant
V001315,P00375,Pediatric Practice,Georgia,Southeast,Urban,2020,2023-07-16,2023,1561.0,1,1,35,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001388,P00399,Private Clinic,Kentucky,Southeast,Rural,2023,2021-11-21,2021,691.0,0,0,14,0,Compliant,Compliant,Compliant,Missing,Compliant
V003849,P01123,Pediatric Practice,Virginia,Mid-Atlantic,Rural,2014,2022-08-13,2022,1942.0,0,0,52,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003006,P00879,Pharmacy,Kentucky,Southeast,Urban,2022,2023-12-22,2023,1884.0,1,1,21,1,Non-compliant,Compliant,Non-compliant,Missing,Compliant
V003032,P00887,Public Health Clinic,Texas,South Central,Rural,2014,2020-01-24,2020,7482.0,0,0,21,1,Compliant,Missing,Compliant,Compliant,Non-compliant
V001794,P00523,Pharmacy,Texas,South Central,Urban,2015,2025-09-27,2025,570.0,1,0,31,0,Compliant,Non-compliant,Non-compliant,Compliant,Non-compliant
V004098,P01197,Pediatric Practice,Virginia,Mid-Atlantic,Rural,2013,2022-08-18,2022,5907.0,0,0,26,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V002255,P00669,FQHC,Tennessee,Southeast,Urban,2022,2020-02-21,2020,1340.0,0,0,10,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003953,P01153,public health clinic,Florida,Southeast,Urban,2022,2019-08-15,2019,5793.0,0,0,14,0,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V002953,P00866,Retail Pharmacy,South Carolina,Southeast,Urban,2020,not_a_date,2020,846.0,1,0,21,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001026,P00296,Pharmacy,Virginia,Mid-Atlantic,Urban,2022,2020-06-08,2020,1486.0,0,0,15,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001176,P00335,public health clinic,Tennessee,Southeast,Rural,2016,2019-04-06,2019,3688.0,0,0,42,0,Compliant,Compliant,Missing,Compliant,Missing
V001009,P00291,Hospital System,North Carolina,Southeast,Suburban,2024,2022-07-27,2022,6161.0,0,1,17,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V003787,P01106,Private Clinic,Kentucky,Southeast,Urban,2012,2019-05-15,2019,727.0,0,0,31,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002152,P00638,Pharmacy,Tennessee,Southeast,Suburban,2016,2025-08-06,2025,1009.0,0,0,12,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V001201,P00343,Pediatric Practice,Mississippi,Southeast,Rural,2022,2023-08-02,2023,1345.0,0,0,36,1,Compliant,Compliant,Compliant,Missing,Missing
V003764,P01100,Private Clinic,South Carolina,Southeast,Urban,2023,2021-05-19,2021,1314.0,0,0,11,0,Compliant,Compliant,Non-compliant,Non-compliant,Compliant
V000662,P00195,Hospital,Kentucky,Southeast,Suburban,2013,2019-04-14,2019,4293.0,0,0,34,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V002084,P00620,Private Clinic,Alabama,Southeast,Urban,2011,2020-08-14,2020,1475.0,0,1,17,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V001282,P00367,Private Clinic,Louisiana,South Central,urban ,2024,2022-12-11,2022,1861.0,0,1,33,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003845,P01121,Pediatric practice,Florida,Southeast,Urban,2014,2020-01-24,2020,2798.0,0,1,12,1,Compliant,Compliant,Non-compliant,Non-compliant,Compliant
V004475,P01307,Pediatric Practice,Arkansas,South Central,Suburban,2021,2022-06-09,2022,2781.0,0,0,8,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V000464,P00135,Priv Clinic,North Carolina,Southeast,Rural,2017,2022-01-03,2022,1124.0,0,0,24,0,Missing,Compliant,Compliant,Non-compliant,Compliant
V001520,P00441,Private Clinic,Florida,Southeast,Rural,2023,2023-02-15,2023,1156.0,1,1,48,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003725,P01088,Pediatric Practice,Arkansas,South Central,Rural,2015,2019-07-14,2019,3274.0,0,0,27,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V004268,P01249,Private Clinic,Arkansas,South Central,Suburban,2013,2023-06-12,2023,2666.0,0,1,12,1,Compliant,Compliant,Compliant,Compliant,Compliant
V004289,P01253,Public Health Clinic,North Carolina,Southeast,Rural,2021,2024-10-27,2024,3068.0,0,1,27,1,Compliant,Non-compliant,Compliant,Compliant,Non-compliant
V002561,P00759,public health clinic,North Carolina,Southeast,,2013,2023-11-09,2023,-99.0,0,1,13,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003361,P00985,Public Health Clinic,Virginia,Mid-Atlantic,Suburban,2024,2023-02-03,2023,4347.0,0,0,14,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002778,P00819,Pediatric Practice,Arkansas,South Central,rural ,2021,2021-12-14,2021,3300.0,0,0,32,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V001461,P00424,pharmacy,Alabama,Southeast,Urban,2012,2020-11-19,2020,724.0,0,0,16,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002204,P00655,Public Health Clinic,Virginia,Mid-Atlantic,Suburban,2021,2020-01-14,2020,3052.0,0,1,38,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
